11, 11, 1496859409
11, 11, 1496859410
11, 11, 1496859416
11, 11, 1496859417
11, 11, 1496859418
14, 11, 1496859419
14, 11, 1496859420
11, 11, 1496859421
11, 11, 1496859422
12, 11, 1496859423
6, 11, 1496859424
5, 11, 1496859427
11, 11, 1496859428
14, 11, 1496859430
12, 11, 1496859431
11, 11, 1496859432
11, 11, 1496859433
6, 11, 1496859434
6, 11, 1496859435
11, 11, 1496859436
11, 11, 1496859437
14, 11, 1496859438
12, 11, 1496859441
11, 11, 1496859442
6, 11, 1496859443
11, 11, 1496859444
11, 11, 1496859445
14, 11, 1496859446
9, 11, 1496859447
6, 11, 1496859448
11, 11, 1496859449
11, 11, 1496859450
11, 11, 1496859451
11, 11, 1496859452
6, 11, 1496859453
12, 12, 1496859508
12, 12, 1496859509
12, 12, 1496859510
12, 12, 1496859511
12, 12, 1496859512
12, 12, 1496859513
12, 12, 1496859516
12, 12, 1496859517
12, 12, 1496859518
12, 12, 1496859519
12, 12, 1496859520
12, 12, 1496859521
12, 12, 1496859522
11, 12, 1496859523
2, 12, 1496859524
12, 12, 1496859525
12, 12, 1496859526
12, 12, 1496859527
12, 12, 1496859528
12, 12, 1496859529
12, 12, 1496859530
9, 12, 1496859531
2, 12, 1496859532
12, 12, 1496859533
12, 12, 1496859536
12, 12, 1496859537
12, 12, 1496859538
12, 12, 1496859539
2, 12, 1496859540
3, 12, 1496859541
12, 12, 1496859542
12, 12, 1496859543
12, 12, 1496859544
6, 12, 1496859545
12, 12, 1496859546
12, 12, 1496859547
2, 12, 1496859548
3, 12, 1496859549
12, 12, 1496859550
12, 12, 1496859551
12, 12, 1496859552
12, 12, 1496859553
12, 12, 1496859554
12, 12, 1496859555
3, 12, 1496859557
12, 12, 1496859558
12, 12, 1496859559
12, 12, 1496859560
12, 12, 1496859561
12, 12, 1496859562
12, 12, 1496859563
12, 12, 1496859564
9, 9, 1496859656
9, 9, 1496859657
9, 9, 1496859658
9, 9, 1496859670
11, 9, 1496859671
9, 9, 1496859672
14, 9, 1496859673
9, 9, 1496859677
9, 9, 1496859678
11, 9, 1496859679
9, 9, 1496859680
14, 9, 1496859681
14, 9, 1496859684
9, 9, 1496859685
11, 9, 1496859686
11, 9, 1496859687
9, 9, 1496859688
9, 9, 1496859691
14, 9, 1496859692
9, 9, 1496859693
9, 9, 1496859694
9, 9, 1496859698
9, 9, 1496859699
7, 9, 1496859700
9, 9, 1496859701
4, 9, 1496859702
4, 9, 1496859705
9, 9, 1496859706
9, 9, 1496859707
9, 9, 1496859708
9, 9, 1496859709
8, 8, 1496859754
4, 8, 1496859761
8, 8, 1496859762
8, 8, 1496859763
8, 8, 1496859768
10, 8, 1496859769
10, 8, 1496859775
8, 8, 1496859776
8, 8, 1496859777
4, 8, 1496859782
10, 8, 1496859789
10, 8, 1496859790
10, 8, 1496859796
8, 8, 1496859797
13, 8, 1496859803
10, 8, 1496859804
8, 8, 1496859810
14, 8, 1496859817
8, 8, 1496859824
-1, 8, 1496859825
10, 8, 1496859831
8, 8, 1496859838
4, 8, 1496859845
8, 8, 1496859852
10, 8, 1496859853
4, 8, 1496859859
4, 8, 1496859866
8, 8, 1496859873
3, 8, 1496859874
10, 8, 1496859880
2, 13, 1496859959
2, 13, 1496859960
2, 13, 1496859961
2, 13, 1496859966
2, 13, 1496859967
2, 13, 1496859968
2, 13, 1496859969
2, 13, 1496859970
2, 13, 1496859973
2, 13, 1496859974
2, 13, 1496859975
2, 13, 1496859976
2, 13, 1496859977
1, 13, 1496859978
13, 13, 1496859980
6, 13, 1496859981
4, 13, 1496859987
14, 13, 1496860038
14, 13, 1496860039
13, 13, 1496860040
14, 13, 1496860045
14, 13, 1496860046
13, 13, 1496860052
14, 13, 1496860053
4, 13, 1496860054
4, 13, 1496860055
14, 13, 1496860056
4, 13, 1496860059
4, 13, 1496860060
14, 13, 1496860061
4, 13, 1496860062
13, 13, 1496860063
14, 1, 1496861044
14, 1, 1496861045
14, 1, 1496861046
14, 1, 1496861051
14, 1, 1496861052
14, 1, 1496861053
14, 1, 1496861058
14, 1, 1496861059
14, 1, 1496861060
14, 1, 1496861092
14, 1, 1496861093
14, 1, 1496861094
14, 1, 1496861099
14, 1, 1496861099
14, 1, 1496861100
14, 1, 1496861101
14, 1, 1496861102
14, 1, 1496861103
12, 1, 1496861298
12, 1, 1496861299
12, 1, 1496861300
12, 1, 1496861301
12, 1, 1496861302
10, 1, 1496861305
8, 1, 1496861306
10, 1, 1496861307
3, 1, 1496861308
10, 1, 1496861311
10, 1, 1496861312
10, 1, 1496861313
10, 1, 1496861314
10, 1, 1496861315
1, 1, 1497408024
13, 1, 1497408025
13, 1, 1497408031
13, 1, 1497408032
13, 1, 1497408033
13, 1, 1497408034
13, 1, 1497408035
13, 1, 1497408038
13, 1, 1497408039
1, 1, 1497408040
2, 1, 1497408041
1, 1, 1497408042
14, 1, 1497408045
2, 1, 1497408046
2, 1, 1497408047
2, 1, 1497408048
14, 1, 1497408052
14, 1, 1497408053
14, 1, 1497408054
1, 1, 1497408055
14, 1, 1497408059
14, 1, 1497408060
2, 1, 1497408061
13, 1, 1497408062
3, 1, 1497408066
3, 1, 1497408067
3, 1, 1497408068
3, 1, 1497408069
11, 1, 1497408070
14, 1, 1497408073
12, 1, 1497408074
3, 1, 1497408075
3, 1, 1497408076
3, 1, 1497408077
4, 1, 1497408159
4, 1, 1497408160
4, 1, 1497408161
4, 1, 1497408162
5, 1, 1497408163
4, 1, 1497408164
4, 1, 1497408165
14, 1, 1497408168
14, 1, 1497408169
14, 1, 1497408173
11, 1, 1497408174
14, 1, 1497408180
1, 1, 1497408181
2, 1, 1497408187
2, 1, 1497408188
2, 1, 1497408189
2, 1, 1497408190
2, 1, 1497408194
2, 1, 1497408195
3, 1, 1497408196
2, 1, 1497408197
4, 1, 1497408201
4, 1, 1497408202
2, 1, 1497408203
1, 1, 1497408208
1, 1, 1497408209
2, 1, 1497408210
2, 1, 1497408211
13, 1, 1497408215
3, 1, 1497408216
3, 1, 1497408217
11, 1, 1497408218
3, 1, 1497408222
3, 1, 1497408223
3, 1, 1497408224
3, 1, 1497408225
3, 1, 1497408226
3, 1, 1497408229
3, 1, 1497408230
3, 1, 1497408231
3, 1, 1497408232
3, 1, 1497408233
4, 1, 1497408236
12, 1, 1497408257
14, 1, 1497408271
11, 1, 1497408278
14, 1, 1497408279
11, 1, 1497408299
11, 1, 1497408306
14, 1, 1497408313
4, 1, 1497408314
-1, 1, 1497408315
13, 1, 1497408320
14, 1, 1497938798
5, 1, 1497938799
14, 1, 1497938800
14, 1, 1497938805
14, 1, 1497938806
14, 1, 1497938807
14, 1, 1497938808
3, 1, 1497938809
2, 1, 1497938812
6, 1, 1497938813
6, 1, 1497938814
2, 1, 1497938819
2, 1, 1497938820
2, 1, 1497938821
5, 1, 1497938822
14, 1, 1497938888
13, 1, 1497938895
14, 1, 1497938896
14, 1, 1497938897
14, 1, 1497938902
14, 1, 1497938903
14, 1, 1497938909
14, 1, 1497938910
14, 1, 1497938911
14, 1, 1497938912
14, 1, 1497938916
14, 1, 1497938917
14, 1, 1497938918
14, 1, 1497938930
14, 1, 1497938931
14, 1, 1497938932
14, 1, 1497938933
9, 1, 1497939082
4, 1, 1497939083
4, 1, 1497939089
4, 1, 1497939090
4, 1, 1497939091
4, 1, 1497939092
4, 1, 1497939096
4, 1, 1497939097
13, 1, 1497939098
4, 1, 1497939458
4, 1, 1497939459
13, 1, 1497939460
13, 1, 1497939465
13, 1, 1497939466
4, 1, 1497939467
14, 1, 1497939472
14, 1, 1497939473
14, 1, 1497939474
14, 1, 1497939475
14, 1, 1497939479
6, 1, 1497939480
14, 1, 1497939481
1, 1, 1497939486
12, 1, 1497939487
4, 1, 1497939488
5, 1, 1497939489
4, 1, 1497939490
4, 1, 1497939491
4, 1, 1497939492
4, 1, 1497939493
4, 1, 1497939494
5, 1, 1497939497
5, 1, 1497939507
14, 1, 1497939508
3, 1, 1497939514
4, 1, 1497939521
4, 1, 1497939522
4, 1, 1497939523
14, 1, 1497939524
14, 1, 1497939525
